ID Produk,Produk,Review Produk,Label
A250,Hadalabo: Gokujyun Ultimate Moisturizing Face Wash,liat review orang kata bagus untk kulit kering pertama kali pakek kulit jd lembut lembap tp rasa tarik dikit gitu tp masalah sih hb lanjut pakek lotionya super lembap jadi pa udah pakai semingu langsung deh beruntus muka warna merah gitu aku stop dulu seminguan untung kulit baik tp masih harap banyak aku pakek dan hasil sama aja bahkan beruntus merah nya lebih jelas akhir udah fix bgt mau pakek soal ngeri beruntusanya merah gtu,negative
A251,Ponds: Acne Solution AntiAcne Facial Foam,aku suka banget sama satu parah si jerawat aku bener kurang awal aku pake karna liat kak arief muhamad youtubenya trs aku iseng aja beli trs aku coba nyata bagus sampe skrng aku pake btw udh botol aku abisin botol gede,positive
A252,Ponds: Acne Solution AntiAcne Facial Foam,fw nya pond yg paling cocok aku asa gatel pa kena jerawat yg lg radang tp besok jerawat langsung kering hehe ngurangin komedo komedo jadi jarang tumbuh sejak pake fw bikin kering dikit area hidung dagu bisa diakalin pake pelembab kayak muka kurang minyak sejak pake fw iniasik lah cocok,positive
A253,Ponds: Acne Solution AntiAcne Facial Foam,suka banget sama produk sejak smp masa pubertas which is jerawat mekar nya aku udh pke produk pond s cleanser neng banget pa tau pond s ngeluarin produk buat masalah kulit jerawat aku pake produk beneran cocok jerawat merah agak kering dlm hari pakai aku cuci muka x hari hari doang jerawat udh ngering siap di kopek wkwkwkwk repurchase yes of course,positive
A254,Ponds: Acne Solution AntiAcne Facial Foam,pake pa bakal jerawat ampuh buat agal jerawat tumbuh ga nyangka bakal se ngefek sih sekarang selalu pake kalo jerawat calon calon jerawat dulu dapet gratis pa baru launch ga abis abis,positive
A255,Ponds: Acne Solution AntiAcne Facial Foam,one of the best facial wash jauh di muka aku salah satu produk buat muka aku jarang jerawatanberuntusan wangi kayak tea tre aku ga rasa kegangu aku ngerasa ga terlalu bikin kulit tarik kayak produk pond s lai jadi kayak sih aman aja buat kulit kering,positive
A256,Ponds: Acne Solution AntiAcne Facial Foam,facial wash andal kalo jerawat pake jerawat jadi cepet kempes bahkan bruntusan susah ilang kempes kalo dipakein emang bikin muka kering pake cuma aku ngakalinya pake facial wash hydrating abis pake jadi ga kering deh,positive
A257,Ponds: Acne Solution AntiAcne Facial Foam,salah satu produk cocok pakai kalau jerawat tiba bikin lembab kalau rutin pengunanya bikin jerawat ilang gitu aja ga muncul untuk repurchase aku sih yes banget harga jangkau,positive
A258,Ponds: Acne Solution AntiAcne Facial Foam,helo lady aku mau share facial wash turut ku ampuh banget buat jerawat muka sempet kena jerawat parah jerawat kecil kecil merah gitu deh pertama aku coba pake bahan alami seperti ngaruh mungkin karna kulit muka ku terlalu kebal hahaha akhir aku coba pakai pond acne solution deh liat iklan beberapa review bloger memang ampuh banget ngilangin jerawat muka jadi kinclong gitu bersih banget muka jadi cerah,positive
A259,Ponds: Acne Solution AntiAcne Facial Foam,facial foam sudah jadi andal kurang jerawat biasa aku pakai cuci muka malam hari jerawat merah cepet kempes nya kurang nya sih memang tarik cuci mukajadi mungkin kurang cocok yang punya kulit kering repurchase yes,positive
A260,Ponds: Acne Solution AntiAcne Facial Foam,suka banget sama produk facial wash cocok aku karna beneran ampuh ngilangin jerawat awal suka jerawat muncul dagu kasih tau temen kalo bagus pa nyoba beneran hasil muka jadi bersih jerawat ilang muncul kalo mau datang bulan aja semenjak cocok sama jadi pake terus udah repurchase kali kali,positive
A261,Ponds: Acne Solution AntiAcne Facial Foam,fw andal kali pro bikin calm jerawat ga langsung kempes sengaknya lambat tumbuh langsung bikin kering jerawat wangi soft ena aku fight jerawat lebih semingu kalo buat jerawat bandel con bikin keset muka ga nyaman bikin kering muka akhir aku kalo mau pake campur air dulu terus taro jerawat baru usap seluruh muka abis pake asa enak lama lama asa kucel oiya aku pake fw kalo lg mau jerawat sampe jerawat kalo lg mulus ga pake,positive
A262,Ponds: Acne Solution AntiAcne Facial Foam,produk ampuh banget buat ngilangin merah cegah muncul jerawat dateng pa dipake pertama kali asa enak busa padet lembut gt bikin kulit kering aku lumayan sensitif merah ampuh banget untuk ngilangin gk dtg lgi,positive
A263,Ponds: Acne Solution AntiAcne Facial Foam,buat kulit jerawat ngak acne prone kayak kulit aku udah lumayan banget pakai tiap mandi voila hari jerawat kempes walaupun emang efek kering dikit tp it is okay lah asal ampuh basmi jerawat nih worth the hype banget,positive
A264,Ponds: Acne Solution AntiAcne Facial Foam,suka bgt sama pond muka sempet jerawat parah trs aku coba obatin pake facialwash tp ga dibarengin sama si moistnya beberapa hari pake jerawat cepet kering tp ga hari ya bekas jerawat jg mudar dikit sedikit salah satu facialwash yg aku suka buat jerawat karna ampuh kulit suka bgt deh,positive
A265,Ponds: Acne Solution AntiAcne Facial Foam,baru bulan coba facial wash nya nyata cukup bebas minyak wajah jadi kurang jerawat asa enak wajah cuci muka kinclong dam bersih harga ga terlalu jauh beda sama facial foam lain,positive
A266,Ponds: Acne Solution AntiAcne Facial Foam,beneran cinta akan selalu beli beli facial wash tube ukur gede udah bulan aku pakai isi ada sekarang harga sahabat haha facial wash ampuh angkat sisa make up debu ada wajah jerawat aku kurang banget pakai malah hampir bilang datang tu jerawat bikin wajah jadi kering pokok asa bersih aja semua facial wash pernah ku coba aku recomend banget ini,positive
A267,Ponds: Acne Solution AntiAcne Facial Foam,kempesin jerawat cepat kalau jerawat makenya cuci muka malem bsok pagi jerawat kempes trus scrub nya dapat mengexfloat kulit lebih bersih pakenya tiap hari kalau ada jerawat ajah baru make,positive
A268,Ponds: Acne Solution AntiAcne Facial Foam,nyata ampuh banget buat jerawat pipi beneran claimnya ngilangin jerawat hari kadang hari kalau dicombo sama moisturizer nya cuma dipake kalo jerawat doang waktu beli minimarket promo beli facial wash gratis moisturizer jadi makin murah,positive
A269,Ponds: Acne Solution AntiAcne Facial Foam,facial foam andal banget awal goda iklan nya yg ilangin jerawat hari nyata super bagus kulit aku yg oily emang bikin kering cuma abis cuci muka aku langsung pake esence sama moiturizer jd kering lg neng deh pake murah bikin jerawat ilang muka bersih love pokok repurchase pasti,positive
A270,Ponds: Acne Solution AntiAcne Facial Foam,fw murah terbaiks sih bener bener kalau baru jerawat pake bisa bikin jerawat raib lol walaupun muka rasa kesat abis tiap abis cuci muka pake tapi ga bikin tarik mantap ga sih bakal repurchase sampe ga cocok wk,positive
A271,Ponds: Acne Solution AntiAcne Facial Foam,aku selalu cuci muka pond s jaman sekolah smp apa sma gitu sampe sekarang cocok cocok aja aku selalu pakau untuk oil control scrubnya kalau pake oil control muka jadi kering banget mudah jerawat lalu kemudian aku alih si acne solution dan hasil cocok banget kulit aku tidak bikin kulit muka aku jadi kering mungkin tidak ada scrubnya bikin wajah aku iritasi jadi so far sih aku aman aman aja pake produk aku terus repurchase kalau produk habis,positive
A272,Ponds: Acne Solution AntiAcne Facial Foam,masalah paling kesel komedo udah pake macam macam produk facial wash bener bener ga yang cocok kulit aq minyak t zone kering komedo pori pori besar jerawat kecil kecil lengkap jujur product pond aq ga pernah cocok pake selalu aja timbul jerawat ato komedo makin numpuk untuk product pond satu beda banget nah penesaran aq coba deh product pond agne solution bener bener amazing lebay sure bagus aq bener bener ga pnya komedo pori pori aq bener tutup bekas bekas jerawat aq lama lama pudar recomended yes repurchase of course,positive
A273,Ponds: Acne Solution AntiAcne Facial Foam,produk selamat aku lepas segala macam produk dokter pakai coba pakai produk yg bilang orang bagus nyata ga cocok aku alhamdulilah bagi tester gratis produk asa banget produk efek lihat muka aku jerawat ga pake lama jerawat ilang kaya klaim saja bareng pakai mosturizernya efek pakai wajah lihat lebih cerah dan sehat udah ulang kali repurchase produk,positive
A274,Ponds: Acne Solution AntiAcne Facial Foam,awal sengaja beli pa traveling fw ku ketingalan jadi lah mampir convenience store iseng milih krna embel embel acne solution surprisingly this product realy realy work for me alhamdulilah sujudsyukur jerawat ku langsung kering langsung hempas sm pond repurchase big yes,positive
A275,Ponds: Acne Solution AntiAcne Facial Foam,aku jatuh cinta banget sama produk ga bikin muka aku jerawat make udah th make yg aku pake yg putih udah ga keluar jadi ganti yg repurchase yes,positive
A276,Ponds: Acne Solution AntiAcne Facial Foam,hai aku dhea aku mau kasih tau kalian semua pon s acne solution bener bagus banget awal aku pakai skincare nah karna muka aku ada ubah sama sekalijadi aku ken ganti skincare lain nah aku bingung mau pilih skincare bagus cocok muka aku jerawat akhir alu pilih pond s acne solution awalmya biasa aja telah aku pakai hari jerawat hilang,positive
A277,Ponds: Acne Solution AntiAcne Facial Foam,a nyesel beli eh untung murah deng jadi kalau ga dipake ga sayang hari tiga pakai biasa pakai produk pond s cocok aja tidak produk hidung jadi kasar pori tadi adem ayem sekarang jadi kasar kalau pegang belum paka acne creamy wash enak enak aja nyaman kulit i won t wait until day to se the result i think i l stop using this,negative
A278,Ponds: Acne Solution AntiAcne Facial Foam,harap banyak banget sama produk soal tulisanya acne solution pa pake malah bikin jerawat tambah banyak pertama nya ku kira jerawat timbul kurang bersih sat bersih muka jadi aku lanjut pakai makin pake muka malah makin banyak jerawat akhir aku henti pakai produk padahal isi nya banyak bgt apa buat kalo malah bikin muka jerawat,negative
A279,Ponds: Acne Solution AntiAcne Facial Foam,aku pakai produk enga cocok di wajah aku ada ubah terus beruntus malah makin parah walaupun udah pakai anti pimplenya akhir putus henti pakai produk,negative
A280,Ponds: Acne Solution AntiAcne Facial Foam,kecewa sama produk muka aku waktu ada jerawat trs aku coba pake produk iya sih jerawat hilang kulit muka ku kali pake jadi panas merah kelap wajah aku jadi cepat kusam,negative
A281,Ponds: Acne Solution AntiAcne Facial Foam,sumpah sabun cuci muka bikin timbul jerawat dan pertama tiga kali pakai oke sudah brp hari pakai mulai timbul jerawat jerawat sakit bgt super no kalo repurchase,negative
A282,Ponds: Acne Solution AntiAcne Facial Foam,kepincut beli gara gara judul acne solution gitu first impresion pake ya sebenernya ngak harap banyak busa banyak typical facial wash pond sih sabun cuci muka ini parah muka aku jadi jerawat susah banget ilangnya tadi ngira purging ah sudah mungkin memang kulit aku ngak cocok jauh lebih pilih facial wash pond pink biasa atau item,negative
A283,Ponds: Acne Solution AntiAcne Facial Foam,ngak efek apa apan aku malah jadi kering tarik habis cuci muka mungkin emang cuma buat bersihin muka aja kaliya kalo buat jerawat ngak bantu cepat kering yg lai,negative
A284,Ponds: Acne Solution AntiAcne Facial Foam,waktu beli tuh racun beuaty vloger yg bilang tuh bagus banget buat yg kulit jerawat waktu posisi muka aku lg jerawat oily parah pengaruh cuaca kota baru yg aku tempat sekarang pa hari pertama dua tiga kayak msh bagus banget bikin jerawat baru ga jadi muncul beruntus jadi kering gitu hari lanjut malah bikin jerawat batu kulit ubah total jadi kering sampe kasar gitu aku sih no,negative
A285,Ponds: Acne Solution AntiAcne Facial Foam,pernah pake pa jerawat tulis nya antiacne tp malah bikin acne pa ga ad acne tmbh byk acne nya pa acne nah lo ribet kan bikin kulit kering sampe putih kalo dgaruk dikit parah produk dkulit aq,negative
A286,Ponds: Acne Solution AntiAcne Facial Foam,asli mi fw parah bgt kalian yg para remaja jgn coba coba fw yg alu kerasapalagi kaliam yg tumbuh jerawat emg homon ku terlalu kera keset muka buat minyak tambah banyak knp soal pake ini buat minyak muka tuh ilang ketika kek pake sunligh ketika muka terlalu keringotomatis minyak alami wajah akan produksi lebih spy imbang kadar lembab wajah repurchase ofcourse no,negative
A287,Ponds: Acne Solution AntiAcne Facial Foam,cuci muka paling rusak wajah aku garnier kata jerawat di aku malah makin bnyak jerawat kusam muka tarik parah pdhl muka aku brminyak fyi aku coba pake lama semingu lngsng stop stelahnya udahnya ak lngsng pake hadalabo tamagohada alhamdulilah semingu masalah wajah krna nyoba pond hilang,negative
A288,Ponds: Acne Solution AntiAcne Facial Foam,beli karena ken nyobain varian baru pond biasa pake yg clear solution penasaran krn solution nya tapi nyata varian yg malah bikin muka jadi muncul jerawat kecil baru dipake hari doank,negative
A289,Ponds: Acne Solution AntiAcne Facial Foam,bodoh masa smp sma ku coba ajar ingredient list kenal hada labo facepalm face wash merek pond s bagai merek unilever l oreal yang pernah aku pakai mulai garnier citra acne or clean clear mostly pakai surfactant potasiumsodium myristate tahu kalau bahan ga beda jauh sama bahan yg bikin sabun batang bar soap busa limpah baru sadar kalau kulit lama buat keset sama bahan satu thank good aku tahu paula begoun akhir sekarang hijrah hada labo gentle face wash lai ga pernah paling belakang d,negative
A290,Ponds: Acne Solution AntiAcne Facial Foam,gasuka bgt sama produk bikin muka jadi makin bruntusan pipi kanan kiri asal harap sm produk bisa ilangin bruntusan muka malah tambah jadi deh sedih lg bruntusanya susah bgt dihilangin bikin muka jadi sensitif sm skincare baru alhasil skincare baru malah bikin jadi bruntusan repurchase big no,negative
A291,Ponds: Acne Solution AntiAcne Facial Foam,jadi semingu pakai rangkai pond s acne clear solution jerawat buka ngurang makin banyak muka breakout parah menghilangkanya cukup lama nyata pa nyoba produk pond s juga cocok muka,negative
A292,Ponds: Acne Solution AntiAcne Facial Foam,aku beli karena liat beauty vloger kata cepet ngilangin jerawat pa awal awal pake sih emang rasa banget perubahanya jerawat cepet ilang makin kesini sat aku jerawat buka jerawat kurang malah tambah pa nanya temen temen aku juga jadi banyak jerawat pake produk pond s mungkin bagi orang pake produk pond s cocok sayang aku enga,negative
A293,Ponds: Acne Solution AntiAcne Facial Foam,aku normal oily skin acne proneha gitu beli facial foamnya cm gegara embel acne solution nya sih eh buka jerawat reda malah tambah banyak parah bgt rednesnya bagi dahi nga bakal repurchase sih,negative
A294,Ponds: Acne Solution AntiAcne Facial Foam,beli pertama waktu smp kls pa waktu uji gitu pikir lg stres jadi ga mikirin kondisi muka sama sekali jadi muncul jerewi jerewi bagai macam yg gede yg kecil karna rasa tergangu akhir beli produk sangat taruh harap sama produk tp buka ilang jrwt malah makin makin dah jerwt tambah sana sini sakit mungkin aku ga cocok,negative
A295,Ponds: Acne Solution AntiAcne Facial Foam,langsung tumbuh banyak beruntus bahkan bilas pakai pertama langsung breakout sama fw tumbuh beruntus nyusul aja batu kira purging telah pake minguan malah makin buruk untung beli ukur kecil,negative
A296,Ponds: Acne Solution AntiAcne Facial Foam,awal tarik review salah satu beauty vloger awal pakai asa enak kulit telah hari langsung muncul whitehead banyak pipi kembang jadi jerawat besar banyak kayak memang cocok sama pond,negative
A297,Ponds: Acne Solution AntiAcne Facial Foam,beli sama moisturizernya waktu lepas krim dokter break out parah hasil ngak ngaruh apa apa malah nambah iritasi trus mikir yaudah lah ga ush pakai lg kayak terlalu kera trus berapa lama pakai g nier matcha enak bgt nah akhir aku kan sering liat video kak suhay salim sana ngasi tau klo pond acne adalah yg selalu pake pa jerawat kemudian ken nyoba dengan timbang kan sekarang muka ngak sebreakout dulu mungkin lah pakai lagi tara baru maka hari omg jerawat batu keluar semua hiks hiks keroyokan so aku putus stop dan balik g nier matcha nb padahal suka bau seger bersih gimana gitu apa mau kata tak jodoh,negative
A298,Ponds: Acne Solution AntiAcne Facial Foam,aku gacocok pa baru keluar aku ngincer banget nih fw nya pa aku make moistnya ketemu alpa yg ukur geday udah high expectation nih pa mau dipake eh besok malah jerawat gede biji jagung bengkak ga repurchase kapan,negative
A299,Ponds: Acne Solution AntiAcne Facial Foam,waktu baru launch diracunin sama beauty vloger ngeliat klaim produk kasih kaya nice to try banget telah pakai sama sekali ga efek apa ngebersihin jerawat enga ngempesin jerawat enga,negative
A300,Ponds: Acne Solution AntiAcne Facial Foam,dulu pa panik purging vitacid serah aku pake sabun muka dan hasil bencana udahmah purging stres pake sekali doang langsung nambah jerawat judul anti acne malah undang jerawat,negative
A301,Cetaphil: Gentle Skin Cleanser,bersih nagih banget ribet pake cleansing milk n toner cetaphil gentle cleanser sengaja aq pake buat bersihin muka pake kapas kalo pake air ngluarin busa jd asa yang kurang tp aq uda repurchase x suami aq yang awal g pernah bersihin muka sekarang mau cuma dibersihin pake cetaphil gentle cleanser,positive
A302,Cetaphil: Gentle Skin Cleanser,bener bener produk facial wash paling oke kalo saya sesuai tagline cetaphil every age every stage every day produk emang cocok umur jenis kulit perlu guna tiap hari tiap orang tekstur pelembabnya minyak awal kaget bersih wajah biasa kan biasa bentuk sabun pa diaply enga busa muka bersih banget make up hilang walaupun kalo makeup nya berat tetep perlu make up remover jelas cleanser sama sekali enga bikin muka jadi kering sangat cocok yang kulit kering sensitif kulit minyak cocok buat kulit jadi normal jerawat jarang muncul the best deh,positive
A303,Cetaphil: Gentle Skin Cleanser,kondisi kulit acne prone mody butuh much efort aku caro facial wash susah bgt dpt yg cocok most of drugstore product bikin break out bahkan sampe kelupas bener bener soaples and mild gitu sekian tahun gantung sama sabun dokter beranin diri beli sabun and bener bener super gentle and mild ga busa asa bersih lembut tiap habis cuci muka ga bikin khawatir kl cuci muka x hari krn super lembut sayang packagingnya bulky abis haha but it doesnt mater sih definitely would repurchase walaupun gatau abis kpn krn aku punya yg tengah liter lol,positive
A304,Cetaphil: Gentle Skin Cleanser,pertama pake pa jrwaran parah liat review kata oke buat wjh yg lg masalah nyata ga efek apa aku ngangkat kotor jg nga maksimal ga ngaruh sm sekali jerawat malah bikin masalah baru kluar bruntus,negative
A305,Cetaphil: Gentle Skin Cleanser,kecewa sama produk pertama kali coba size kecil habis terus repurchase ml size kecil enga ngefek apa wajah jadi penasaran beli ml sampe habis tetep enga efek apa padahal semua orang recoment cetaphil karna kata cocok buat acne skin nyata buat kurang suka sama tekstur wangi sih telah dipake kurang greget muka emang kata bagus sih enga aroma mungkin belum jodoh cetaphil,negative
A306,The Body Shop: Tea Tree Skin Clearing Facial Wash,suka wangi kek minyak kayu putih bikin pusing kalo nyium cuci muka susah busa makek kurang bersih muka kurang nampol buat cuci muka ngilangin seluruh bekas make up repurchase no,negative
A307,The Body Shop: Tea Tree Skin Clearing Facial Wash,pake lama semingu lebih nyata sebab bruntusanku banyak banget lg udah aku emang ga cocok dgn alkohol produk ini punya macam alkohol bangak banget padahal aku cocok banget sm tb tp yg range tea tre oil aku cocok sm skali,negative
A308,The Body Shop: Tea Tree Skin Clearing Facial Wash,nyoba sekitar awal bulan februari aku nyoba hampir semua varia mulai fw toner serum lotion scrub sama oilnya awal make muka jerawat parah pertama make muka jd langsung kering kerontang jerawat kering aneh trus tiba bruntusan banyak banget jidat sempet stop make semingu suruh lanjut kata emang purging dulu sampe habis botol bruntusan tambah parah sampe nyebar hampir seluruh muka akhir ku jual sisa wel these al didn t fit my skin,negative
A309,The Body Shop: Tea Tree Skin Clearing Facial Wash,aku pertama kali coba punya adik ku karna iseng ken cari facial wash yg murah adik ku beli pa pake punya adik ku muka aku yg sensitif kering brp bagi nyata cocok bgt pdhl baru pake seminguan jadi neng kan ketemu facial wash yg murah bikin kulit halus akhir aku beli yg size besar ml eh nyata stelah pake sendiri malah ga cocok kulit lgsg jerawat tiap kali cuci muka pake dalam arti khasiat pudar btw kalo yg tarik beli preloved sabun ku yg ukur ml byk bgt tanya yah,negative
A310,The Body Shop: Tea Tree Skin Clearing Facial Wash,a a facial wash geared towards acne prone skin produk ngak hasil tenang jerawat efektif cegah muncul jerawat baru gampang bruntusan daerah t jadi lumayan deh akibat daerah pipi saya jadi kering banget dry patch muncul mana cal me crazy but after that i found another use for this product a a shampo memang sih belum pakai shampo dulu nd wash pakai produk lumayan ngefek nahan minyak kulit kepala hehehe,negative
A311,The Body Shop: Tea Tree Skin Clearing Facial Wash,pernah satu kali beli cleanser karena ken nyoba betul cleanser sering kupake habis kemudian kecewa hiks dalam satu mingu pakai pagi sore ampun kulit muka sampe merah merah bener bener ngerasa nyaman efek tingling sangat asa mengangu gatau kulit terlalu sensitive mungkin padahal dalam kondisi jerawat parah walaupun harga cukup jangkau dengan isi yang lebih banyak tidak mau pake seri tea tre brand terlalu harsh kulit aroma kurang suka repurchse totaly no,negative
A312,The Body Shop: Tea Tree Skin Clearing Facial Wash,i bought this one bcs i hope this product would help my acne problem pertama kali pake bau ga enak parah malah bikin muka jd kering bgt aku nyoba pake minguan nyata malah bikin jerawat sedih bgt sih asli sempet ken renti enga jadi sampe skrg mas tetep pake dan puji tuhan enga terlalu jerawat kaya dulu dan b bgt buat ngilangin minyak lebih wajah asal jangan terlalu banyak cuci muka ntar malah bikin kulit makin kering repurchase sory no,negative
A313,The Body Shop: Tea Tree Skin Clearing Facial Wash,cuci muka pake muka aku rasa tarik ga nyaman claim acne clearing nya aku ga signifikan bersih ga ampuh banget not worth the price harga gin banyak face wash ingredient lebih baik lebi efektif,negative
A314,The Body Shop: Tea Tree Skin Clearing Facial Wash,awal emang mau ganti face wash mau coba wangi sih gilak enak banget wangi teh gitu nyata hari dipake langsung muncul jerawat kecil kecil dahi deket rambut awal biasa aja gitu lama kelam yampun makin rambat muncul yg gede gede dong padahal harap suka wangi cerah terus super halus tapi bikin jerawat muka aku repurcahse no no no,negative
A315,The Body Shop: Tea Tree Skin Clearing Facial Wash,belum aku pernah coba produk tea tre produk tea tre pertama aku dah hasil jerawat muka aku jarang banget jerawat tp pa pake ini bom hari kemudian tumbuh lah beni beni jerawat,negative
A316,The Body Shop: Tea Tree Skin Clearing Facial Wash,harap banyak fw satu banyak banget cocok sama ni produk seperti untuk wajah asa banget aroma eucalyptus nya buat suka aroma lumayan lah sekali rileks aroma terapi sat cuci muka buat suka aroma siap siap tahan nafas jam stlh cuci muka mulai kila minyak wajah daya usir jerawat wajah acne prone tidak tampak sama sekali harga sih tidak terlalu mahal cara ml nya banyak jadi mahal buat tidak pakai huhuhu ini wajah beda wajah beda hasil temans,negative
A317,The Body Shop: Tea Tree Skin Clearing Facial Wash,sayang ga cocok kulit yg sensitif and acne prone seperti lebih cocok utk kulit wajah yg oily seluruh bagi stlh cuci muka dgn memang asa fresh tp moisture dlm kulit rasa kurang harga sih memang jangkau utk dpt content yg byk juga trial kit dr the body shop yg facial wash toner night lotion,negative
A318,The Body Shop: Tea Tree Skin Clearing Facial Wash,aku pake bintik jrawat jidat hidung lumayan kurang tp jerawat lgsg tumbuh bnyak pipi kanan jrwt paling banyak yg pernah aku alami muncul jerawat tmpt yg ga pernah jerawat belum awal aku lanjut pakai karna aku kira memng bkalan keluarin dlu jrwtnya tp jrwtku malah tmbh bnyak akhir ga pke lg henti pke jerawat jd lgsg ilang cmn skg bnyk bekas big no for me,negative
A319,The Body Shop: Tea Tree Skin Clearing Facial Wash,coba coba cari sabun cocok sama muka aku beli karena tea tre oilnya cocok banget kulit aku especialy buat kempesin jerawat super gede baru hari pake sabun mulai tumbuh jerawat jerawat mungil bruntusan parah jidat sama pipi terus tzone aku muncul jerawat kecil kecil bgt mata kulit muka aku langsung merah sedih banget,negative
A320,The Body Shop: Tea Tree Skin Clearing Facial Wash,dulu pake pa derita acne cystic parah produk bikin kulit makin ga karuan jadi kering ga jelas padahal asal oily aku ngerasa kurang angkat kotor baik alhasil jerawat makin semi,negative
A321,The Body Shop: Tea Tree Skin Clearing Facial Wash,waktu nyobain rangkai produk tea tre nya tb oil facial wash toner b cream blemish stick gara review bloger bilang bagus waktu muka ga jerawat udah lama ga jerawat sisa bekas jerawat aja dikit nyata produk tea tre cocok muka aku bikin muka aku jerawat parah sampe bulan tiap ketemu orang kira cacar akhir stop produk kalo dr kun tea tre tidak bagus buat wajah picu keluar jerawat,negative
A322,The Body Shop: Tea Tree Skin Clearing Facial Wash,waktu main main bodyshop liat face wash jadi tarik buat beli pa nyoba emang asa lembut lama lama muka aku bruntusan awal aku diemin kirain ngefek satu mingu bruntusan makin parah sama jerawat gede mulai tampak diri ngak tau kaya bahan nya ngak cocok sama kulit aku kali itu bikin kulit kering banget sampe perih ngak bakal beli d,negative
A323,The Body Shop: Tea Tree Skin Clearing Facial Wash,beli gara gara bujuk rayu temen soal kulit cocok gitu jerawat hilang minyak muka jadi kurang waktu beli coba rumah bau enak sih buatkutapi jerawat ngak ilang malah bikin muka merah merah harga banding lah sama isi banyak,negative
A324,The Body Shop: Tea Tree Skin Clearing Facial Wash,i realy hate the tea tre series from tb yah masuk facial washnya sih karna aku dulu pernah make bikin muka aku sangat kering buat bruntusan aku jd makin parah nyebar awal ngasih kesan baik tp tungu lg mingu malah efek jelek bgt tp kakak aku oke ajah sih sampe repurchase botol but sory to say gada efek yg buat ngurangin ngilangin yap jd biasa ajah mukak kakak aku,negative
A325,The Body Shop: Tea Tree Skin Clearing Facial Wash,dulu sempet lumayan lama pake tb yg teatre awal kyk lmyn cocok eh tp lama makin banyak aja jerawat trs bikin kering muka aku emg sih minyak ilang trs skrg pindah the saem jauh bgt mendinganya pernah coba balik lg ini krn msh stok eh langsung jerawat banyak akhir dijadin sabun buat bersihin brush makeup,negative
A326,The Body Shop: Tea Tree Skin Clearing Facial Wash,cleanser jago waktu jaman kuliah awal cuma iseng pake bin mama nyata bagus sekali kita jerawat bandel meski cepat cara kerja sangat rekomendasi kalian jerawat bandel sulit hilang,positive
A327,The Body Shop: Tea Tree Skin Clearing Facial Wash,jenis kulit muka kering kadang minyak kusam jerawat gede gede kalo jerawat udah kempes langsung tumbuh belum aku pake facial wash tea tre oli foam tidak ubah cuma emang lebih kurang jerawat terus coba produk hasil kulit jadi lembab banget asa bersih semenjak belum jerawat muncul bahkan pa dapet alhamdulilah cocok neng banget ketemu produk ini,positive
A328,The Body Shop: Tea Tree Skin Clearing Facial Wash,udah gonta ganti facial wash bikin jatuh cinta kulit aku tipe normal to dry maksa banget pake haha gpa deh ini ga bikin makin kering aku kalo aku pake nya hari sekali makenya dikit aja ini bantu ngontrol jerawat sekarang jadi jarang jerawat klopun jerawat hari hari uda kering harga nya standar rb buat ml hbis nya lama banget aku bkn cma aku aja sih bnyak yg bilang gtu hmh percaya percaya sih gatau sugesti ato apa klo aku pkai produk nya the body shop emng lama bnget habis siapa yg tuju angkat tangan repurchase yes,positive
A329,The Body Shop: Tea Tree Skin Clearing Facial Wash,aku udah make pa aku tiba jerawat hebring huhuhu aku rekomenin sama senior chers aku kadang tempat latih kotor keringetan jd gampang jerawat awal aku beli pa botol nya gendut nyebelin gitu ahahaha ohiya pa pertama pake kok jerawat makin keluar wkt hormonal ku kacau karna aku suntik ibadah umroh terus sempet aku men jd minum obat berhentin haid later i found klo purging dulu hu aku udah repurchase botol dlm thn lg aku discontinue karna ken alih drugstore but stil this far aku selalu balik aku pindahin jar biar aku b bawa soal dia enak bgt pls huhu,positive
A330,The Body Shop: Tea Tree Skin Clearing Facial Wash,adalah botol dua yg aku pakai udh mau abis tingal dikit bgt hamil sampai aku lahir muka aku minyak parah belum pake fw garnier udah gk mempan trs ganti tb tea tre suka bgt sama hasil minyak muka aku tahan abis cuci muka rasa enak bgt sedih bulan abis lahir muka aku jadi kering gitu dan udh gk cocok lg pakai fw tea tre dr tb next mau coba chetapil kalau muka aku balik minyak lg aku pakai ini lagi,positive
A331,The Body Shop: Tea Tree Skin Clearing Facial Wash,seger satu kata buat facial wash satu awal beli satu paket tea tre product dr body shop tp yg malah ga kepake facial wash yg tahan sampe sekarang krn efek seger nya ga buat kulit kering tetep lembab pasti bersih udah pake sekian botol selalu bakal restock,positive
A332,The Body Shop: Tea Tree Skin Clearing Facial Wash,love it bener bener facial wash sayang aku bgt bener bener ngebantu wajah jerawat kalo mau datang bulan selalu bakal muncul jerawat nyeri kalo pke facial wash selalu jerawat ga jadi muncul ga sakit tapi emang semua gantung kulit masing sih temenku pake ga cocok wajah jadi breakout parah tp kalo aku cocok bgt sama produk satu repurchase yes,positive
A333,The Body Shop: Tea Tree Skin Clearing Facial Wash,the body shop enak sih dipake bikin jerawat telah cuci muka bikin kering cuma tau saya kok ngerasa kurang bersih sat bilas dengar air biasa facial wash telah bilas keset tuh licin gitu,positive
